 -0.013859, 0.078598
 -0.011994, 0.068023
 -0.016061, 0.091089
 -0.013766, 0.078070
 -0.011679, 0.066233
 -0.018931, 0.107362
 -0.016285, 0.092356
 -0.013822, 0.078388
 -0.011549, 0.065497
 -0.019433, 0.110210
 -0.016629, 0.094309
 -0.014025, 0.079541
 -0.011617, 0.065886
 -0.020037, 0.113637
 -0.017088, 0.096913
 -0.014368, 0.081485
 -0.011877, 0.067360
 -0.024078, 0.136555
 -0.020740, 0.117625
 -0.017656, 0.100133
 -0.014839, 0.084156
 -0.012307, 0.069796
 -0.025044, 0.142033
 -0.021539, 0.122154
 -0.018326, 0.103932
 -0.015426, 0.087488
 -0.026104, 0.148042
 -0.022431, 0.127212
 -0.019093, 0.108280
 -0.016119, 0.091416
 -0.027257, 0.154582
 -0.023414, 0.132787
 -0.019952, 0.113153
 -0.016908, 0.095890
 -0.028505, 0.161659
 -0.024488, 0.138879
 -0.020900, 0.118531
