0.034202, 0.093969
0.017365, 0.098481
0.000000, 0.100000
-0.017365, 0.098481
-0.034202, 0.093969
0.037622, 0.103366
0.019101, 0.108329
0.000000, 0.110000
-0.019101, 0.108329
-0.037622, 0.103366
-0.055000, 0.095263
0.041042, 0.112763
0.020838, 0.118177
0.000000, 0.120000
-0.020838, 0.118177
-0.041042, 0.112763
-0.060000, 0.103923
0.044463, 0.122160
0.022574, 0.128025
0.000000, 0.130000
-0.022574, 0.128025
-0.044463, 0.122160
-0.065000, 0.112583
0.024311, 0.137873
0.000000, 0.140000
-0.024311, 0.137873
-0.047883, 0.131557
-0.070000, 0.121244
0.026047, 0.147721
0.000000, 0.150000
-0.026047, 0.147721
-0.051303, 0.140954
-0.075000, 0.129904
-0.027784, 0.157569
-0.054723, 0.150351
-0.080000, 0.138564
-0.058143, 0.159748
-0.085000, 0.147224
-0.061564, 0.169145
-0.064984, 0.178542
-0.068404, 0.187939
