state_id, state_icp_x, state_icp_y, state_swft_x, state_swft_y, input_id, input_swft_x, input_swft_y
462641,-0.030000, 0.051962,0.107246, 0.089990,380,-0.049939, 0.098011,
462641,-0.030000, 0.051962,0.107246, 0.089990,381,-0.051642, 0.097124,
462641,-0.030000, 0.051962,0.107246, 0.089990,382,-0.053329, 0.096208,
462641,-0.030000, 0.051962,0.107246, 0.089990,383,-0.055000, 0.095263,
462641,-0.030000, 0.051962,0.107246, 0.089990,384,-0.056654, 0.094288,
462641,-0.030000, 0.051962,0.107246, 0.089990,385,-0.058291, 0.093285,
462641,-0.030000, 0.051962,0.107246, 0.089990,386,-0.059910, 0.092254,
462641,-0.030000, 0.051962,0.107246, 0.089990,387,-0.061511, 0.091194,
462641,-0.030000, 0.051962,0.107246, 0.089990,388,-0.063093, 0.090107,
462641,-0.030000, 0.051962,0.107246, 0.089990,389,-0.064656, 0.088992,
462641,-0.030000, 0.051962,0.107246, 0.089990,390,-0.066200, 0.087850,
462641,-0.030000, 0.051962,0.107246, 0.089990,391,-0.067723, 0.086681,
462641,-0.030000, 0.051962,0.107246, 0.089990,392,-0.069225, 0.085486,
462641,-0.030000, 0.051962,0.107246, 0.089990,393,-0.070707, 0.084265,
462641,-0.030000, 0.051962,0.107246, 0.089990,394,-0.072166, 0.083018,
462641,-0.030000, 0.051962,0.107246, 0.089990,395,-0.073604, 0.081746,
462641,-0.030000, 0.051962,0.107246, 0.089990,505,-0.022897, 0.117795,
462641,-0.030000, 0.051962,0.107246, 0.089990,506,-0.024949, 0.117378,
462641,-0.030000, 0.051962,0.107246, 0.089990,507,-0.026994, 0.116924,
462641,-0.030000, 0.051962,0.107246, 0.089990,508,-0.029031, 0.116435,
462641,-0.030000, 0.051962,0.107246, 0.089990,509,-0.031058, 0.115911,
462641,-0.030000, 0.051962,0.107246, 0.089990,510,-0.033076, 0.115351,
462641,-0.030000, 0.051962,0.107246, 0.089990,511,-0.035085, 0.114757,
462641,-0.030000, 0.051962,0.107246, 0.089990,512,-0.037082, 0.114127,
462641,-0.030000, 0.051962,0.107246, 0.089990,513,-0.039068, 0.113462,
462641,-0.030000, 0.051962,0.107246, 0.089990,514,-0.041042, 0.112763,
462641,-0.030000, 0.051962,0.107246, 0.089990,515,-0.043004, 0.112030,
462641,-0.030000, 0.051962,0.107246, 0.089990,516,-0.044953, 0.111262,
462641,-0.030000, 0.051962,0.107246, 0.089990,517,-0.046888, 0.110461,
462641,-0.030000, 0.051962,0.107246, 0.089990,518,-0.048808, 0.109625,
462641,-0.030000, 0.051962,0.107246, 0.089990,519,-0.050714, 0.108757,
462641,-0.030000, 0.051962,0.107246, 0.089990,520,-0.052605, 0.107855,
462641,-0.030000, 0.051962,0.107246, 0.089990,521,-0.054479, 0.106921,
462641,-0.030000, 0.051962,0.107246, 0.089990,522,-0.056337, 0.105954,
462641,-0.030000, 0.051962,0.107246, 0.089990,523,-0.058177, 0.104954,
462641,-0.030000, 0.051962,0.107246, 0.089990,524,-0.060000, 0.103923,
462641,-0.030000, 0.051962,0.107246, 0.089990,525,-0.061805, 0.102860,
462641,-0.030000, 0.051962,0.107246, 0.089990,526,-0.063590, 0.101766,
462641,-0.030000, 0.051962,0.107246, 0.089990,527,-0.065357, 0.100640,
462641,-0.030000, 0.051962,0.107246, 0.089990,528,-0.067103, 0.099485,
462641,-0.030000, 0.051962,0.107246, 0.089990,529,-0.068829, 0.098298,
462641,-0.030000, 0.051962,0.107246, 0.089990,530,-0.070534, 0.097082,
462641,-0.030000, 0.051962,0.107246, 0.089990,531,-0.072218, 0.095836,
462641,-0.030000, 0.051962,0.107246, 0.089990,532,-0.073879, 0.094561,
462641,-0.030000, 0.051962,0.107246, 0.089990,533,-0.075518, 0.093258,
462641,-0.030000, 0.051962,0.107246, 0.089990,534,-0.077135, 0.091925,
462641,-0.030000, 0.051962,0.107246, 0.089990,535,-0.078727, 0.090565,
462641,-0.030000, 0.051962,0.107246, 0.089990,536,-0.080296, 0.089177,
462641,-0.030000, 0.051962,0.107246, 0.089990,537,-0.081840, 0.087762,
462641,-0.030000, 0.051962,0.107246, 0.089990,648,-0.029244, 0.126668,
462641,-0.030000, 0.051962,0.107246, 0.089990,649,-0.031450, 0.126138,
462641,-0.030000, 0.051962,0.107246, 0.089990,650,-0.033646, 0.125570,
462641,-0.030000, 0.051962,0.107246, 0.089990,651,-0.035833, 0.124964,
462641,-0.030000, 0.051962,0.107246, 0.089990,652,-0.038008, 0.124320,
462641,-0.030000, 0.051962,0.107246, 0.089990,653,-0.040172, 0.123637,
462641,-0.030000, 0.051962,0.107246, 0.089990,654,-0.042324, 0.122917,
462641,-0.030000, 0.051962,0.107246, 0.089990,655,-0.044463, 0.122160,
462641,-0.030000, 0.051962,0.107246, 0.089990,656,-0.046588, 0.121365,
462641,-0.030000, 0.051962,0.107246, 0.089990,657,-0.048699, 0.120534,
462641,-0.030000, 0.051962,0.107246, 0.089990,658,-0.050795, 0.119666,
462641,-0.030000, 0.051962,0.107246, 0.089990,659,-0.052876, 0.118761,
462641,-0.030000, 0.051962,0.107246, 0.089990,660,-0.054940, 0.117820,
462641,-0.030000, 0.051962,0.107246, 0.089990,661,-0.056988, 0.116843,
462641,-0.030000, 0.051962,0.107246, 0.089990,662,-0.059019, 0.115831,
462641,-0.030000, 0.051962,0.107246, 0.089990,663,-0.061031, 0.114783,
462641,-0.030000, 0.051962,0.107246, 0.089990,664,-0.063025, 0.113701,
462641,-0.030000, 0.051962,0.107246, 0.089990,665,-0.065000, 0.112583,
462641,-0.030000, 0.051962,0.107246, 0.089990,666,-0.066955, 0.111432,
462641,-0.030000, 0.051962,0.107246, 0.089990,667,-0.068889, 0.110246,
462641,-0.030000, 0.051962,0.107246, 0.089990,668,-0.070803, 0.109027,
462641,-0.030000, 0.051962,0.107246, 0.089990,669,-0.072695, 0.107775,
462641,-0.030000, 0.051962,0.107246, 0.089990,670,-0.074565, 0.106490,
462641,-0.030000, 0.051962,0.107246, 0.089990,671,-0.076412, 0.105172,
462641,-0.030000, 0.051962,0.107246, 0.089990,672,-0.078236, 0.103823,
462641,-0.030000, 0.051962,0.107246, 0.089990,673,-0.080036, 0.102441,
462641,-0.030000, 0.051962,0.107246, 0.089990,674,-0.081812, 0.101029,
462641,-0.030000, 0.051962,0.107246, 0.089990,675,-0.083562, 0.099586,
462641,-0.030000, 0.051962,0.107246, 0.089990,676,-0.085288, 0.098112,
462641,-0.030000, 0.051962,0.107246, 0.089990,677,-0.086987, 0.096609,
462641,-0.030000, 0.051962,0.107246, 0.089990,678,-0.088660, 0.095076,
462641,-0.030000, 0.051962,0.107246, 0.089990,679,-0.090306, 0.093514,
462641,-0.030000, 0.051962,0.107246, 0.089990,791,-0.036235, 0.135230,
462641,-0.030000, 0.051962,0.107246, 0.089990,792,-0.038589, 0.134577,
462641,-0.030000, 0.051962,0.107246, 0.089990,793,-0.040932, 0.133883,
462641,-0.030000, 0.051962,0.107246, 0.089990,794,-0.043262, 0.133148,
462641,-0.030000, 0.051962,0.107246, 0.089990,795,-0.045580, 0.132373,
462641,-0.030000, 0.051962,0.107246, 0.089990,796,-0.047883, 0.131557,
462641,-0.030000, 0.051962,0.107246, 0.089990,797,-0.050172, 0.130701,
462641,-0.030000, 0.051962,0.107246, 0.089990,798,-0.052445, 0.129806,
462641,-0.030000, 0.051962,0.107246, 0.089990,799,-0.054702, 0.128871,
462641,-0.030000, 0.051962,0.107246, 0.089990,800,-0.056943, 0.127896,
462641,-0.030000, 0.051962,0.107246, 0.089990,801,-0.059167, 0.126883,
462641,-0.030000, 0.051962,0.107246, 0.089990,802,-0.061372, 0.125831,
462641,-0.030000, 0.051962,0.107246, 0.089990,803,-0.063559, 0.124741,
462641,-0.030000, 0.051962,0.107246, 0.089990,804,-0.065726, 0.123613,
462641,-0.030000, 0.051962,0.107246, 0.089990,805,-0.067873, 0.122447,
462641,-0.030000, 0.051962,0.107246, 0.089990,806,-0.070000, 0.121244,
462641,-0.030000, 0.051962,0.107246, 0.089990,807,-0.072105, 0.120003,
462641,-0.030000, 0.051962,0.107246, 0.089990,808,-0.074189, 0.118727,
462641,-0.030000, 0.051962,0.107246, 0.089990,809,-0.076249, 0.117414,
462641,-0.030000, 0.051962,0.107246, 0.089990,810,-0.078287, 0.116065,
462641,-0.030000, 0.051962,0.107246, 0.089990,811,-0.080301, 0.114681,
462641,-0.030000, 0.051962,0.107246, 0.089990,812,-0.082290, 0.113262,
462641,-0.030000, 0.051962,0.107246, 0.089990,813,-0.084254, 0.111809,
462641,-0.030000, 0.051962,0.107246, 0.089990,814,-0.086193, 0.110322,
462641,-0.030000, 0.051962,0.107246, 0.089990,815,-0.088105, 0.108800,
462641,-0.030000, 0.051962,0.107246, 0.089990,816,-0.089990, 0.107246,
462641,-0.030000, 0.051962,0.107246, 0.089990,817,-0.091848, 0.105659,
462641,-0.030000, 0.051962,0.107246, 0.089990,818,-0.093678, 0.104040,
462641,-0.030000, 0.051962,0.107246, 0.089990,819,-0.095480, 0.102390,
462641,-0.030000, 0.051962,0.107246, 0.089990,820,-0.097252, 0.100708,
462641,-0.030000, 0.051962,0.107246, 0.089990,934,-0.043856, 0.143446,
462641,-0.030000, 0.051962,0.107246, 0.089990,935,-0.046353, 0.142658,
462641,-0.030000, 0.051962,0.107246, 0.089990,936,-0.048835, 0.141828,
462641,-0.030000, 0.051962,0.107246, 0.089990,937,-0.051303, 0.140954,
462641,-0.030000, 0.051962,0.107246, 0.089990,938,-0.053755, 0.140037,
462641,-0.030000, 0.051962,0.107246, 0.089990,939,-0.056191, 0.139078,
462641,-0.030000, 0.051962,0.107246, 0.089990,940,-0.058610, 0.138076,
462641,-0.030000, 0.051962,0.107246, 0.089990,941,-0.061010, 0.137032,
462641,-0.030000, 0.051962,0.107246, 0.089990,942,-0.063393, 0.135946,
462641,-0.030000, 0.051962,0.107246, 0.089990,943,-0.065756, 0.134819,
462641,-0.030000, 0.051962,0.107246, 0.089990,944,-0.068099, 0.133651,
462641,-0.030000, 0.051962,0.107246, 0.089990,945,-0.070421, 0.132442,
462641,-0.030000, 0.051962,0.107246, 0.089990,946,-0.072721, 0.131193,
462641,-0.030000, 0.051962,0.107246, 0.089990,947,-0.075000, 0.129904,
462641,-0.030000, 0.051962,0.107246, 0.089990,948,-0.077256, 0.128575,
462641,-0.030000, 0.051962,0.107246, 0.089990,949,-0.079488, 0.127207,
462641,-0.030000, 0.051962,0.107246, 0.089990,950,-0.081696, 0.125801,
462641,-0.030000, 0.051962,0.107246, 0.089990,951,-0.083879, 0.124356,
462641,-0.030000, 0.051962,0.107246, 0.089990,952,-0.086036, 0.122873,
462641,-0.030000, 0.051962,0.107246, 0.089990,953,-0.088168, 0.121353,
462641,-0.030000, 0.051962,0.107246, 0.089990,954,-0.090272, 0.119795,
462641,-0.030000, 0.051962,0.107246, 0.089990,955,-0.092349, 0.118202,
462641,-0.030000, 0.051962,0.107246, 0.089990,956,-0.094398, 0.116572,
462641,-0.030000, 0.051962,0.107246, 0.089990,957,-0.096418, 0.114907,
462641,-0.030000, 0.051962,0.107246, 0.089990,958,-0.098409, 0.113206,
462641,-0.030000, 0.051962,0.107246, 0.089990,959,-0.100370, 0.111472,
462641,-0.030000, 0.051962,0.107246, 0.089990,960,-0.102300, 0.109703,
462641,-0.030000, 0.051962,0.107246, 0.089990,961,-0.104199, 0.107901,
462641,-0.030000, 0.051962,0.107246, 0.089990,1077,-0.052091, 0.151283,
462641,-0.030000, 0.051962,0.107246, 0.089990,1078,-0.054723, 0.150351,
462641,-0.030000, 0.051962,0.107246, 0.089990,1079,-0.057339, 0.149373,
462641,-0.030000, 0.051962,0.107246, 0.089990,1080,-0.059937, 0.148349,
462641,-0.030000, 0.051962,0.107246, 0.089990,1081,-0.062517, 0.147281,
462641,-0.030000, 0.051962,0.107246, 0.089990,1082,-0.065078, 0.146167,
462641,-0.030000, 0.051962,0.107246, 0.089990,1083,-0.067619, 0.145009,
462641,-0.030000, 0.051962,0.107246, 0.089990,1084,-0.070139, 0.143807,
462641,-0.030000, 0.051962,0.107246, 0.089990,1085,-0.072638, 0.142561,
462641,-0.030000, 0.051962,0.107246, 0.089990,1086,-0.075115, 0.141272,
462641,-0.030000, 0.051962,0.107246, 0.089990,1087,-0.077570, 0.139939,
462641,-0.030000, 0.051962,0.107246, 0.089990,1088,-0.080000, 0.138564,
462641,-0.030000, 0.051962,0.107246, 0.089990,1089,-0.082406, 0.137147,
462641,-0.030000, 0.051962,0.107246, 0.089990,1090,-0.084787, 0.135688,
462641,-0.030000, 0.051962,0.107246, 0.089990,1091,-0.087142, 0.134187,
462641,-0.030000, 0.051962,0.107246, 0.089990,1092,-0.089471, 0.132646,
462641,-0.030000, 0.051962,0.107246, 0.089990,1093,-0.091772, 0.131064,
462641,-0.030000, 0.051962,0.107246, 0.089990,1094,-0.094046, 0.129443,
462641,-0.030000, 0.051962,0.107246, 0.089990,1095,-0.096290, 0.127782,
462641,-0.030000, 0.051962,0.107246, 0.089990,1096,-0.098506, 0.126082,
462641,-0.030000, 0.051962,0.107246, 0.089990,1097,-0.100691, 0.124343,
462641,-0.030000, 0.051962,0.107246, 0.089990,1098,-0.102846, 0.122567,
462641,-0.030000, 0.051962,0.107246, 0.089990,1099,-0.104969, 0.120754,
462641,-0.030000, 0.051962,0.107246, 0.089990,1100,-0.107061, 0.118903,
462641,-0.030000, 0.051962,0.107246, 0.089990,1101,-0.109120, 0.117017,
462641,-0.030000, 0.051962,0.107246, 0.089990,1102,-0.111145, 0.115094,
462641,-0.030000, 0.051962,0.107246, 0.089990,1220,-0.060923, 0.158709,
462641,-0.030000, 0.051962,0.107246, 0.089990,1221,-0.063683, 0.157621,
462641,-0.030000, 0.051962,0.107246, 0.089990,1222,-0.066424, 0.156486,
462641,-0.030000, 0.051962,0.107246, 0.089990,1223,-0.069145, 0.155303,
462641,-0.030000, 0.051962,0.107246, 0.089990,1224,-0.071845, 0.154072,
462641,-0.030000, 0.051962,0.107246, 0.089990,1225,-0.074523, 0.152795,
462641,-0.030000, 0.051962,0.107246, 0.089990,1226,-0.077178, 0.151471,
462641,-0.030000, 0.051962,0.107246, 0.089990,1227,-0.079810, 0.150101,
462641,-0.030000, 0.051962,0.107246, 0.089990,1228,-0.082418, 0.148685,
462641,-0.030000, 0.051962,0.107246, 0.089990,1229,-0.085000, 0.147224,
462641,-0.030000, 0.051962,0.107246, 0.089990,1230,-0.087556, 0.145718,
462641,-0.030000, 0.051962,0.107246, 0.089990,1231,-0.090086, 0.144168,
462641,-0.030000, 0.051962,0.107246, 0.089990,1232,-0.092589, 0.142574,
462641,-0.030000, 0.051962,0.107246, 0.089990,1233,-0.095063, 0.140936,
462641,-0.030000, 0.051962,0.107246, 0.089990,1234,-0.097508, 0.139256,
462641,-0.030000, 0.051962,0.107246, 0.089990,1235,-0.099923, 0.137533,
462641,-0.030000, 0.051962,0.107246, 0.089990,1236,-0.102309, 0.135768,
462641,-0.030000, 0.051962,0.107246, 0.089990,1237,-0.104662, 0.133962,
462641,-0.030000, 0.051962,0.107246, 0.089990,1238,-0.106984, 0.132115,
462641,-0.030000, 0.051962,0.107246, 0.089990,1239,-0.109274, 0.130228,
462641,-0.030000, 0.051962,0.107246, 0.089990,1240,-0.111530, 0.128301,
462641,-0.030000, 0.051962,0.107246, 0.089990,1241,-0.113752, 0.126335,
462641,-0.030000, 0.051962,0.107246, 0.089990,1242,-0.115940, 0.124330,
462641,-0.030000, 0.051962,0.107246, 0.089990,1363,-0.070332, 0.165691,
462641,-0.030000, 0.051962,0.107246, 0.089990,1364,-0.073213, 0.164438,
462641,-0.030000, 0.051962,0.107246, 0.089990,1365,-0.076071, 0.163135,
462641,-0.030000, 0.051962,0.107246, 0.089990,1366,-0.078907, 0.161783,
462641,-0.030000, 0.051962,0.107246, 0.089990,1367,-0.081718, 0.160381,
462641,-0.030000, 0.051962,0.107246, 0.089990,1368,-0.084505, 0.158931,
462641,-0.030000, 0.051962,0.107246, 0.089990,1369,-0.087266, 0.157432,
462641,-0.030000, 0.051962,0.107246, 0.089990,1370,-0.090000, 0.155885,
462641,-0.030000, 0.051962,0.107246, 0.089990,1371,-0.092707, 0.154290,
462641,-0.030000, 0.051962,0.107246, 0.089990,1372,-0.095385, 0.152649,
462641,-0.030000, 0.051962,0.107246, 0.089990,1373,-0.098035, 0.150961,
462641,-0.030000, 0.051962,0.107246, 0.089990,1374,-0.100655, 0.149227,
462641,-0.030000, 0.051962,0.107246, 0.089990,1375,-0.103244, 0.147447,
462641,-0.030000, 0.051962,0.107246, 0.089990,1376,-0.105801, 0.145623,
462641,-0.030000, 0.051962,0.107246, 0.089990,1377,-0.108327, 0.143754,
462641,-0.030000, 0.051962,0.107246, 0.089990,1378,-0.110819, 0.141842,
462641,-0.030000, 0.051962,0.107246, 0.089990,1379,-0.113278, 0.139886,
462641,-0.030000, 0.051962,0.107246, 0.089990,1380,-0.115702, 0.137888,
462641,-0.030000, 0.051962,0.107246, 0.089990,1381,-0.118091, 0.135848,
462641,-0.030000, 0.051962,0.107246, 0.089990,1382,-0.120444, 0.133766,
462641,-0.030000, 0.051962,0.107246, 0.089990,1506,-0.080297, 0.172198,
462641,-0.030000, 0.051962,0.107246, 0.089990,1507,-0.083291, 0.170771,
462641,-0.030000, 0.051962,0.107246, 0.089990,1508,-0.086258, 0.169291,
462641,-0.030000, 0.051962,0.107246, 0.089990,1509,-0.089200, 0.167760,
462641,-0.030000, 0.051962,0.107246, 0.089990,1510,-0.092114, 0.166178,
462641,-0.030000, 0.051962,0.107246, 0.089990,1511,-0.095000, 0.164545,
462641,-0.030000, 0.051962,0.107246, 0.089990,1512,-0.097857, 0.162862,
462641,-0.030000, 0.051962,0.107246, 0.089990,1513,-0.100685, 0.161129,
462641,-0.030000, 0.051962,0.107246, 0.089990,1514,-0.103481, 0.159347,
462641,-0.030000, 0.051962,0.107246, 0.089990,1515,-0.106247, 0.157517,
462641,-0.030000, 0.051962,0.107246, 0.089990,1516,-0.108980, 0.155639,
462641,-0.030000, 0.051962,0.107246, 0.089990,1517,-0.111679, 0.153713,
462641,-0.030000, 0.051962,0.107246, 0.089990,1518,-0.114345, 0.151741,
462641,-0.030000, 0.051962,0.107246, 0.089990,1519,-0.116976, 0.149722,
462641,-0.030000, 0.051962,0.107246, 0.089990,1520,-0.119571, 0.147658,
462641,-0.030000, 0.051962,0.107246, 0.089990,1521,-0.122130, 0.145548,
462641,-0.030000, 0.051962,0.107246, 0.089990,1522,-0.124651, 0.143395,
462641,-0.030000, 0.051962,0.107246, 0.089990,1523,-0.127135, 0.141198,
462641,-0.030000, 0.051962,0.107246, 0.089990,1649,-0.090798, 0.178201,
462641,-0.030000, 0.051962,0.107246, 0.089990,1650,-0.093894, 0.176590,
462641,-0.030000, 0.051962,0.107246, 0.089990,1651,-0.096962, 0.174924,
462641,-0.030000, 0.051962,0.107246, 0.089990,1652,-0.100000, 0.173205,
462641,-0.030000, 0.051962,0.107246, 0.089990,1653,-0.103008, 0.171433,
462641,-0.030000, 0.051962,0.107246, 0.089990,1654,-0.105984, 0.169610,
462641,-0.030000, 0.051962,0.107246, 0.089990,1655,-0.108928, 0.167734,
462641,-0.030000, 0.051962,0.107246, 0.089990,1656,-0.111839, 0.165808,
462641,-0.030000, 0.051962,0.107246, 0.089990,1657,-0.114715, 0.163830,
462641,-0.030000, 0.051962,0.107246, 0.089990,1658,-0.117557, 0.161803,
462641,-0.030000, 0.051962,0.107246, 0.089990,1659,-0.120363, 0.159727,
462641,-0.030000, 0.051962,0.107246, 0.089990,1660,-0.123132, 0.157602,
462641,-0.030000, 0.051962,0.107246, 0.089990,1661,-0.125864, 0.155429,
462641,-0.030000, 0.051962,0.107246, 0.089990,1662,-0.128558, 0.153209,
462641,-0.030000, 0.051962,0.107246, 0.089990,1663,-0.131212, 0.150942,
462641,-0.030000, 0.051962,0.107246, 0.089990,1792,-0.101810, 0.183670,
462641,-0.030000, 0.051962,0.107246, 0.089990,1793,-0.105000, 0.181865,
462641,-0.030000, 0.051962,0.107246, 0.089990,1794,-0.108158, 0.180005,
462641,-0.030000, 0.051962,0.107246, 0.089990,1795,-0.111283, 0.178090,
462641,-0.030000, 0.051962,0.107246, 0.089990,1796,-0.114374, 0.176121,
462641,-0.030000, 0.051962,0.107246, 0.089990,1797,-0.117431, 0.174098,
462641,-0.030000, 0.051962,0.107246, 0.089990,1798,-0.120451, 0.172022,
462641,-0.030000, 0.051962,0.107246, 0.089990,1799,-0.123435, 0.169894,
462641,-0.030000, 0.051962,0.107246, 0.089990,1800,-0.126381, 0.167713,
462641,-0.030000, 0.051962,0.107246, 0.089990,1801,-0.129289, 0.165482,
462641,-0.030000, 0.051962,0.107246, 0.089990,1802,-0.132157, 0.163201,
462641,-0.030000, 0.051962,0.107246, 0.089990,1935,-0.113308, 0.188577,
462641,-0.030000, 0.051962,0.107246, 0.089990,1936,-0.116582, 0.186571,
462641,-0.030000, 0.051962,0.107246, 0.089990,1937,-0.119821, 0.184508,
462641,-0.030000, 0.051962,0.107246, 0.089990,1938,-0.123022, 0.182388,
462641,-0.030000, 0.051962,0.107246, 0.089990,1939,-0.126187, 0.180213,
462641,-0.030000, 0.051962,0.107246, 0.089990,1940,-0.129313, 0.177984,
462641,-0.030000, 0.051962,0.107246, 0.089990,1941,-0.132399, 0.175700,
462641,-0.030000, 0.051962,0.107246, 0.089990,1942,-0.135446, 0.173362,
